"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()"
3 "WALKING" 0.275817199589443 -0.0172978743931144 -0.107525013070381 -0.306355444903226 -0.0529071263777419 -0.248199894570088 0.941713978533724 -0.183690359146921 -0.0657985401853343 -0.976734328123167 -0.967491301994135 -0.956229873929619 0.0647843793660704 0.0194677521776833 -0.000208653113196481 -0.262231672909824 -0.120367272884672 -0.464801532334311 -0.0346281767958065 -0.070744519566607 0.088139978951173 -0.466401802308504 -0.319563530554839 -0.325875652246628 -0.103217721652786 -0.0451976290128739 -0.0477082381856598 -0.366638614530792 -0.500346524802346 -0.453996146090909 -0.169851696803067 -0.321596892652991 -0.169851696803067 -0.321596892652991 -0.244409478527214 -0.205548989093548 -0.25994260207217 -0.395725139932845 -0.454178363203519 -0.496271260654839 -0.299595372998094 -0.0737244018788856 -0.327925675361584 -0.310202604776833 -0.103211972869208 -0.267005247408211 -0.307417764598416 -0.187455147867185 -0.433039677246041 -0.282546967335953 -0.107430397901496 -0.495770552537801 -0.347595027843988 -0.363720723576804 -0.297590308943402 -0.506416755368915 -0.303130972564223 -0.398816244841642 -0.26841483534956 -0.460327416832845 -0.214402932230029 -0.201931403920117 -0.422979665023666 -0.483736902293255 -0.518084068410557
5 "WALKING" 0.279040861887417 -0.0184713136887517 -0.109713249461258 -0.33510821526457 -0.00857398325380795 -0.327023703366225 0.926525462913907 -0.217020061440397 -0.0217641975463907 -0.976468329801324 -0.963416007814569 -0.959244886754967 0.0778921213745033 0.00298079541175497 -0.0115825967143046 -0.274758540409603 -0.102960766477815 -0.534841620821192 -0.0321119563088742 -0.0710341908390066 0.0844812371238411 -0.464995511460265 -0.415747733606291 -0.331625776804636 -0.0987677763832682 -0.043730234445298 -0.0501668475163245 -0.398523548218543 -0.595085142831126 -0.417434003834437 -0.187054528609669 -0.360679341052318 -0.187054528609669 -0.360679341052318 -0.264458998037086 -0.230899311462815 -0.300284790634437 -0.429586534280795 -0.504923888460265 -0.567634628278146 -0.312413617144371 -0.0302721689225166 -0.39750148044702 -0.346248362599338 -0.0620666589826821 -0.343728800093973 -0.313158675672185 -0.171199869297252 -0.503481067509934 -0.300222681725828 -0.0892714728271523 -0.564991542609272 -0.353413727299007 -0.458364610077119 -0.297496022198344 -0.502423951152318 -0.396942372700762 -0.40701604881457 -0.298851169602649 -0.499333815496689 -0.231670034267219 -0.237108909770364 -0.456853435937086 -0.511764625102649 -0.582967362188742
6 "WALKING" 0.275777088184615 -0.0168380390104151 -0.108025106636923 -0.323710150580615 -0.0243816225988615 -0.324484137025046 0.940765504307692 -0.192347593407077 -0.0183589406282369 -0.978295875938462 -0.965487239138462 -0.954939142953846 0.0830051241994154 0.00804938714547692 0.00386882926009231 -0.287025726969538 -0.1162409731308 -0.502803112572308 -0.0419516694948923 -0.0652226686346769 0.0938270395165985 -0.48172343012 -0.429567599623846 -0.347215428170769 -0.0966071322616092 -0.0422476059301538 -0.0556280210514769 -0.417167116889231 -0.582565126665231 -0.463054901972615 -0.180962212345538 -0.366646138132308 -0.180962212345538 -0.366646138132308 -0.258012008878154 -0.244505489842462 -0.310564831861077 -0.425416854844308 -0.510704514544615 -0.566333504259692 -0.308776567186154 -0.0469800563030154 -0.382891967607385 -0.330937476978154 -0.0762737253978462 -0.347382507704615 -0.329212809426462 -0.181553420091415 -0.478130489846154 -0.307220406694462 -0.104939831803569 -0.526427234815385 -0.36936198134 -0.46511137056 -0.329972917692308 -0.519220678341539 -0.41526125568 -0.414837831132308 -0.304332561139692 -0.504606584092308 -0.243190972933354 -0.253087586643077 -0.461189583711446 -0.50244281708 -0.577223207527969
7 "WALKING" 0.276794094188312 -0.0191238577550032 -0.109883556124675 -0.311635823229903 -0.0438139914399351 -0.260720540998052 0.935302565779221 -0.191861812928571 -0.0479682355853896 -0.977958044155844 -0.968804408668831 -0.954211833636364 0.0697020027503571 0.00933205989870623 -0.00826979733636364 -0.262310674428896 -0.101548758218766 -0.438015838027922 -0.029358091901461 -0.0725991400354545 0.0874092467911039 -0.448885264288961 -0.357214226850649 -0.331058014257792 -0.093667277324026 -0.0421142490616883 -0.0643011992685065 -0.376278379873052 -0.480156138886039 -0.452399282172078 -0.166726219856818 -0.342156475122338 -0.166726219856818 -0.342156475122338 -0.223579382823731 -0.201812298944481 -0.267378742044156 -0.362902906659091 -0.443135841566234 -0.451489971583571 -0.298099232322727 -0.0518727911533442 -0.313341305396526 -0.318459503167532 -0.101774836962825 -0.291659028277922 -0.311901434834416 -0.166971177762013 -0.417701813158052 -0.277004646678247 -0.0914780339934156 -0.457586817598701 -0.327877276516234 -0.388900795744156 -0.314151329305584 -0.489163596504091 -0.345517230663961 -0.399698060665584 -0.266981765851526 -0.492497720146104 -0.206140186319805 -0.204042292803474 -0.386277495025 -0.46020882281461 -0.477964912643506
8 "WALKING" 0.270721166262626 -0.0164185394194848 -0.109834328777778 -0.289486886068687 0.0141096077633333 -0.315243282320202 0.942225736161616 -0.173738159919192 -0.0514864502727273 -0.978563168383838 -0.968211895555556 -0.950353272323232 0.116353844701414 0.00812282163131313 0.00997328488261616 -0.243874055030303 -0.0926337034949495 -0.50342138789596 -0.0250595923437374 -0.0693440645121212 0.079430043430303 -0.381812464707071 -0.367605127138485 -0.395768634222222 -0.068200231449495 -0.05149594992 -0.0490917194868687 -0.327794577929293 -0.543033397282828 -0.491633204828283 -0.146668053686869 -0.335542379141414 -0.146668053686869 -0.335542379141414 -0.2247683995 -0.214949162131313 -0.244986645522222 -0.364206878929293 -0.464098162111111 -0.50221681739798 -0.276418637262626 -0.0080274392560606 -0.365568246754545 -0.295291604030303 -0.0395104088364646 -0.34287191870202 -0.294351593190909 -0.153312652755556 -0.47994456279798 -0.259459432838384 -0.0875995480127273 -0.526204751828283 -0.258004380060606 -0.427527219616162 -0.364916493373737 -0.422955251936364 -0.340062688808081 -0.463504563030303 -0.269024687715657 -0.480647333636364 -0.213966726515152 -0.22410778410202 -0.406598104571717 -0.446595386989899 -0.522304105353535
17 "WALKING_DOWNSTAIRS" 0.291363149415929 -0.0159654063067182 -0.10910601010059 0.0857710099471976 0.0510517487573746 -0.194761684730678 0.927679864247788 -0.172959185735103 -0.0441524198884156 -0.950545486047198 -0.931147110648968 -0.913363131327434 0.0857993716071829 0.00970106551710915 -0.0104337331079646 -0.0615436134300885 -0.0830951170153422 -0.392025468136224 -0.0923751895445575 -0.0439785787221239 0.0921674952709439 -0.355628939093215 -0.371100120602655 -0.288514419041593 -0.0920240654674336 -0.0411236140888201 -0.0485421257410324 -0.414997051175516 -0.500180030687611 -0.346372023666667 0.085142304309115 0.11353950616997 0.085142304309115 0.11353950616997 -0.135990689682507 -0.0175138310454277 -0.152243046317109 -0.278283280917994 -0.453107654616519 -0.474166843374631 0.0101711941242478 0.0462128068856637 -0.21649561957705 0.110715454596342 -0.0153149670893215 -0.250075743476991 -0.0997480511866962 -0.127653523753392 -0.338275407914749 -0.107394484360619 -0.0979818333179941 -0.44520613235351 -0.247954878216224 -0.353434199120944 -0.187816334596165 -0.394527500132743 -0.390076890303835 -0.391929589312684 0.129890887512035 -0.0717912449150443 -0.0080155650579351 -0.0407883074408555 -0.326285399446608 -0.375571228564897 -0.474942294554572
19 "WALKING_DOWNSTAIRS" 0.282722370677778 -0.0176104077670583 -0.10639036903355 0.133347616042222 0.112605687729694 -0.203383537664667 0.927968212611111 -0.177801241482778 -0.0367980747416944 -0.948470080833333 -0.935710719444444 -0.915878753527778 0.116263158557778 -0.0184195665997222 -0.0162321409669167 -0.01601952754675 -0.0366370711824722 -0.384895881219611 -0.0826923314277778 -0.05316133849275 0.101892894133861 -0.298463936409444 -0.3522179413675 -0.257548315186667 -0.0570935297876944 -0.0486100185518056 -0.0654929415648056 -0.347056192190833 -0.477328933746944 -0.307701889686111 0.135662046764639 0.129070873329361 0.135662046764639 0.129070873329361 -0.0902712714530556 0.00511988227711111 -0.115809170218056 -0.240553211477444 -0.411320450880556 -0.448787431642222 0.0532974259213056 0.101067159311944 -0.220210333155417 0.160066322264667 0.0461901917896389 -0.261082989928056 -0.0557411014250806 -0.083308833915 -0.331515200191389 -0.0646978803278139 -0.0523020158847694 -0.437519738252778 -0.182411805024472 -0.329268921544444 -0.144641274758056 -0.340123876387417 -0.375106562196111 -0.368830112895 0.152059761673056 -0.0630275972047222 0.0233094965521111 -0.0291490135513328 -0.287409955216389 -0.345771488220556 -0.449098084524444
21 "WALKING_DOWNSTAIRS" 0.286140056916667 -0.0159892263220735 -0.104438554251716 0.104115883624439 0.0435888748072059 -0.213670727594853 0.927378111911765 -0.164740344801961 -0.0555714059101226 -0.953687973014706 -0.936785312794118 -0.916414031421569 0.0862484032272059 0.00269670246610294 -0.00294655449546569 -0.0394382290562745 -0.0841330643365196 -0.409241094400245 -0.0800712005848774 -0.0573019959321299 0.0991010056769608 -0.330188589288971 -0.355357792521814 -0.28268185579402 -0.0680501793147794 -0.0591710326541176 -0.0526943552430637 -0.373032701762745 -0.473476838830882 -0.327088572639632 0.0960277721819363 0.116728359813971 0.0960277721819363 0.116728359813971 -0.122391291173848 -0.0225897239492647 -0.138677886123529 -0.253684117515294 -0.418195517095588 -0.441285633286176 0.0408053753460784 0.042497726007598 -0.238937757683088 0.124470546703309 -0.0242609078580882 -0.26525919092598 -0.0781250059992647 -0.124971617885049 -0.355645072928186 -0.0871678617066373 -0.103484319166054 -0.462030023971324 -0.209420648342892 -0.331981674119608 -0.175180236010466 -0.373189063831863 -0.378399334659314 -0.389922319744363 0.140203961954167 -0.0731714065940931 -0.00639373223063726 -0.0533090591973039 -0.295161704295907 -0.3613471091525 -0.4380570594825
22 "WALKING_DOWNSTAIRS" 0.29372454151505 -0.0155817503970903 -0.103018207833779 0.0739687846973244 0.0270786369036789 -0.139970554923077 0.921996023913043 -0.157409640761338 -0.0553811879815385 -0.945010118394649 -0.932625315351171 -0.901926963344482 0.0646242677371238 0.0110102253858863 -0.00565089200608696 -0.0164477899901672 -0.0933155009765886 -0.361320990591338 -0.0816023066928094 -0.0571302082130435 0.0828030455641472 -0.356606013513712 -0.267338919305351 -0.259908882003344 -0.0766466074858863 -0.0551667615655518 -0.0514055315668896 -0.402141296173913 -0.403140471055184 -0.325592613645485 0.0852045784113712 0.104357310317391 0.0852045784113712 0.104357310317391 -0.0958502085394314 -0.00824621322204014 -0.109017852897023 -0.230993912645819 -0.380758838908027 -0.393297881596656 0.0344193740448161 0.0344696344573913 -0.168391174533545 0.0852990251224749 -0.0438621632645485 -0.196341102228027 -0.0531534411662207 -0.131695549025418 -0.298801034186622 -0.0678843161959866 -0.114599913047492 -0.423737873125084 -0.238230719220736 -0.24326354389398 -0.152691707652274 -0.397921952505017 -0.291320807143077 -0.368311642540134 0.150062046186622 -0.0975474375537124 0.0121422010998328 -0.0446911131185953 -0.242705721938127 -0.363427332025518 -0.382709771188294
8 "WALKING_UPSTAIRS" 0.260098616769231 -0.0270232531855495 -0.119992429943407 -0.23617949488022 0.00956941454120879 -0.186055282524176 0.872307431483517 -0.306705640340659 -0.181177699238736 -0.943925399725275 -0.916844899395604 -0.899830711538462 0.082997472455989 0.00442474148901099 -0.0111882574181319 -0.356430519159341 -0.311302242240659 -0.626244300164835 0.0415468483675824 -0.114304900441758 0.0484865161607692 -0.449489070053297 -0.349911558956593 -0.193803343761538 -0.125047439126374 -0.0403183304887363 -0.0443533282747253 -0.526034130848352 -0.652939570604396 -0.538046123435165 -0.0952156894653297 -0.237940956585033 -0.0952156894653297 -0.237940956585033 -0.378077852478022 -0.383683780531868 -0.163016070244121 -0.309452383497143 -0.586745585714286 -0.654642484505495 -0.285409103618736 -0.102243682436813 -0.361663402483516 -0.219146392278901 -0.00066765722379121 -0.162800762363956 -0.382272735785714 -0.343380999993407 -0.587924279175824 -0.388349945941429 -0.323621863003846 -0.664014311263736 -0.369707446232418 -0.438676304598352 -0.256907285562637 -0.479034943631868 -0.309913311755495 -0.252336334838462 -0.246353286987582 -0.353814092741758 -0.34415379614011 -0.44479875793956 -0.421224480681319 -0.358680297464286 -0.643138414615385
11 "WALKING_UPSTAIRS" 0.260871789306962 -0.0276505078411424 -0.120916338826266 -0.26522986377981 -0.0672525314708861 -0.111520856550063 0.86590638778481 -0.269861057079114 -0.171140972156652 -0.949123420981013 -0.923392667151899 -0.90186047664557 0.0728910929165823 0.0213298209543354 -0.00627802259234177 -0.391458695449367 -0.398759009038892 -0.626060812151899 -0.00904125194123418 -0.0905563520037975 0.0682915453325949 -0.475920993727848 -0.278722707551899 -0.251614981208544 -0.0954412704323734 -0.0360598637463608 -0.0447925407803481 -0.574719397142721 -0.654049173291139 -0.57740427035443 -0.114982125610696 -0.25466672375538 -0.114982125610696 -0.25466672375538 -0.422831371563291 -0.414722753265823 -0.16111312507981 -0.308193896867405 -0.608376681117089 -0.667090027120253 -0.324378857867405 -0.197238116641139 -0.348691292249367 -0.244430134722785 -0.0648106064166456 -0.0682569560186709 -0.42356065036962 -0.423941398988291 -0.595157593205696 -0.413557582022152 -0.412972421208544 -0.655906999556962 -0.415336812778481 -0.427913091350791 -0.316360548830063 -0.499997397503165 -0.212460732818671 -0.303767500522468 -0.280435840204747 -0.357995348452532 -0.391495905 -0.451490056041266 -0.435533355842722 -0.348978398839873 -0.659404015632911
14 "WALKING_UPSTAIRS" 0.266000719574613 -0.0247695060321672 -0.121614283025697 -0.25233565594582 0.00438803725922601 -0.14113760725356 0.873158810650155 -0.28742517552322 -0.112935113510443 -0.946873366749226 -0.929077723281734 -0.896424827399381 0.0763750072767802 -0.000690916834953561 0.000322866672321981 -0.374833972095975 -0.332374318475232 -0.631676609390093 0.020983978671517 -0.113708972957276 0.049411302036935 -0.455247082734985 -0.298361225456625 -0.220852242619876 -0.11479614911387 -0.0330795538996285 -0.0492403846541796 -0.55923786404644 -0.65794430123839 -0.560127718548421 -0.0928982032391951 -0.26174381583065 -0.0928982032391951 -0.26174381583065 -0.398711666069659 -0.390995548589474 -0.147388906283591 -0.303263327811765 -0.604022617882663 -0.662812721826625 -0.307296600491641 -0.11824375438805 -0.358423901512693 -0.233695197691176 -0.00160650936396285 -0.10396587770322 -0.40384852880743 -0.353892474473375 -0.596313124489164 -0.401749173733746 -0.355933187460062 -0.666235003126935 -0.382988654439319 -0.430068610955728 -0.283274358417028 -0.482774557859752 -0.239781274751084 -0.276174529556656 -0.273408003340248 -0.372231404430341 -0.359206989426625 -0.44010765349969 -0.427708840626625 -0.34681477510805 -0.65374884003096
15 "WALKING_UPSTAIRS" 0.258937436253049 -0.0256621362297561 -0.116495036710366 -0.209666507213811 0.0164252551237805 -0.205954380383537 0.885090585243902 -0.286208951631098 -0.0955447765305793 -0.953725688810976 -0.928887221615854 -0.90567950820122 0.0817336899064634 0.0118202519067683 -0.0258532215327744 -0.339148263785366 -0.309253682590244 -0.643101972996951 -0.00612674705213415 -0.0777293501432256 0.0697538578781098 -0.463789288917683 -0.360057122374695 -0.265612002778902 -0.121895629324695 -0.044125240989939 -0.0622790993310061 -0.539004579829268 -0.679194204878049 -0.546123295147561 -0.0821680126266768 -0.236490592810671 -0.0821680126266768 -0.236490592810671 -0.375351693564634 -0.370981231564024 -0.18923662170061 -0.350527919855488 -0.609324519423781 -0.665529057917683 -0.272533335711585 -0.106251988677165 -0.396062030615854 -0.188072968311128 0.0103207154556402 -0.176149388174085 -0.369471013130183 -0.337499051057012 -0.609095274685976 -0.368247022920732 -0.326758273264634 -0.676122593231707 -0.383516935568598 -0.481395683210671 -0.307018179778049 -0.493425616365854 -0.305745321741768 -0.323409366987195 -0.247186546355183 -0.351146072832317 -0.337534355321951 -0.422438287137195 -0.454773483646646 -0.397073919493902 -0.660199634580793
16 "WALKING_UPSTAIRS" 0.263933162157924 -0.0254198289334473 -0.123316936155191 -0.227608764722404 -0.0338748879243169 -0.22448955820082 0.878023150737705 -0.267924208090164 -0.15601727812806 -0.946032188961749 -0.925824373579235 -0.902721089699454 0.0781450122870219 0.00525217281407104 0.00995379017825137 -0.345781928430601 -0.335263335930328 -0.61510901795082 0.00228713056846995 -0.0635141454237158 0.0562242645771312 -0.48604099086612 -0.413756444655191 -0.241171200784973 -0.107896978478443 -0.0389024869304645 -0.0559570349084699 -0.557509512710383 -0.683770048169399 -0.574456534645082 -0.111823972204235 -0.251163079977432 -0.111823972204235 -0.251163079977432 -0.37916173369235 -0.372124062420765 -0.213502114823224 -0.390340266911585 -0.621384418969945 -0.679029864863388 -0.277330139486066 -0.139491934489344 -0.374496035070765 -0.210464343146448 -0.0442438322594536 -0.210754785888525 -0.373268004613934 -0.35880161359959 -0.576392705349727 -0.37656819041653 -0.356322215772459 -0.653068174098361 -0.409962891224044 -0.49818525290847 -0.308882429248907 -0.514243676740437 -0.376865539234153 -0.293248086154098 -0.256367641423497 -0.366840422065574 -0.339468914352186 -0.422930591773224 -0.489620250357924 -0.433261833237705 -0.670301098579235
17 "WALKING_UPSTAIRS" 0.267595043655172 -0.0223578341334483 -0.11850350762069 -0.244104368556207 0.0120467838951724 -0.22372493962069 0.859391739310345 -0.29568063 -0.186709223724138 -0.94414098862069 -0.923151288275862 -0.923488192413793 0.00869292947931035 0.0138630173931034 -0.0181420331693103 -0.335643037586207 -0.331115939034483 -0.561231152413793 0.00783410937931034 -0.0617270098965517 0.0915230539724138 -0.438919985862069 -0.476874464827586 -0.159722244551724 -0.125519766689655 -0.0516969074137931 -0.073996369262069 -0.524538747241379 -0.665709374482759 -0.533876283103448 -0.109198571827586 -0.275498255586207 -0.109198571827586 -0.275498255586207 -0.362480536758621 -0.344982474137931 -0.23680747537931 -0.380899456413793 -0.600193910689655 -0.646329861034483 -0.29038905 -0.114847110344828 -0.331946882068965 -0.228864091482759 0.00870259005517241 -0.229655111068966 -0.356419223 -0.353669930103448 -0.521187497931034 -0.374723207018965 -0.352748582606897 -0.599792309655172 -0.366920144862069 -0.513171855862069 -0.219679757862069 -0.465366641724138 -0.464286999310345 -0.220160134482759 -0.272374277275862 -0.391599740344828 -0.31682352502069 -0.389097781413793 -0.470841003103448 -0.431006504172414 -0.640166303103448
